種別,提供元,タイトル,リンク,発行日時,サマリ,エリア(都道府県)
,BSN新潟放送,“最寄り駅のように” 新潟駅南口に複合型シェアスペース「MOYORe:」(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200914-14066430-ohbsn-l15&source=rss,2020-09-14T10:19:00.000Z,新潟の玄関口・新潟駅の南口に、カフェや仕事で使える共有スペース、さらに誰でも使えるキッチンなどが整備されました。県内外からの人が訪れる新たな交流拠点として期待されています。１６日のオープンを前に一,新潟県
,BSN新潟放送,新潟県関係議員は７人が菅氏に投票 自民総裁選(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200914-14066620-ohbsn-l15&source=rss,2020-09-14T09:48:00.000Z,安倍首相の辞任表明に伴う自民党総裁選が１４日に行われ、およそ７割の票を獲得した菅官房長官が選出されました。新潟県関係の自民党国会議員は、８人中７人が菅官房長官へ投票。地方票は３票全てが菅官房長官へ投じ,新潟県
,BSN新潟放送,新潟県連党員アンケートは菅氏５８％ 県関係議員は６人が菅氏 自民総裁選(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200914-14065972-ohbsn-l15&source=rss,2020-09-14T02:45:00.000Z,安倍首相の後任を決める自民党総裁選について、党新潟県連は党員へのアンケートの結果、新潟が持つ地方票３票全てを菅官房長官に投じることを決めました。１４日夕方には新たな総裁が選ばれます。自民党新潟県連,新潟県
,BSN新潟放送,川が立体交差する謎 江戸時代の大工事の目的は？ 新潟市西区(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200914-14048839-ohbsn-l15&source=rss,2020-09-14T02:15:00.000Z,広大な土地に、美しい越後平野が広がる新潟市西区内野地区。内野地区には全国的にも珍しい「立体交差する川」あります。新川と呼ばれる川の上に架かる一本の橋。この橋をのぞいてみると、水が流れています。実は、西,新潟県
,BSN新潟放送,新潟市　４０代男性　新たに感染確認(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200913-14064577-ohbsn-l15&source=rss,2020-09-13T09:26:00.000Z,新潟市で１３日、新たに１人の新型コロナウイルスへの感染が確認されました。今のところ感染ルートはわかっていないということです。新たに感染が確認されたのは、新潟市中央区に住む４０代の男性会社員です。,新潟県
,BSN新潟放送,麻生副総理　菅氏へ期待感　解散総選挙は「すぐかもしれない」(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200913-14064576-ohbsn-l15&source=rss,2020-09-13T09:12:00.000Z,麻生副総理が１３日新潟県新発田市で講演し、１４日の自民党総裁選で優勢が伝えられる菅官房長官への期待感を示しました。一方、解散総選挙については、「すぐかもしれない」との可能性を示しました。新発田市,新潟県
,BSN新潟放送,新潟市　新型コロナウイルス1人確認(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200912-14061288-ohbsn-l15&source=rss,2020-09-12T08:05:00.000Z,新潟市で12日、新たに50代の男性1人の新型コロナウイルス陽性が確認されました。男性は仕事で感染拡大地域を訪れていました。感染が確認されたのは新潟市中央区に住む50代の男性会社員です。9日に3,新潟県
,BSN新潟放送,新潟のブランドイチジク「越の雫」収穫体験(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200912-14061287-ohbsn-l15&source=rss,2020-09-12T08:05:00.000Z,新潟のブランドイチジク「越の雫（こしのしずく）」の収穫体験が行われ、食べごろのイチジクを見つけようと親子連れなどが楽しみました。新潟市西蒲区で行われたブランドイチジク「越の雫」の収穫体験。イチ,新潟県
,BSN新潟放送,景況感「感染症以前の水準程度にマイナス幅縮小」 新潟財務事務所(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200911-14055102-ohbsn-l15&source=rss,2020-09-11T10:35:00.000Z,新潟財務事務所は１１日、今年７月から９月期の新潟県内企業の景気予測調査を発表しました。それによりますと、景気について企業に聞き「上昇」と答えた割合から「下降」と答えた割合を引いて算出する「景況判断,新潟県
,BSN新潟放送,原発事故の検証報告書“１３３の課題と教訓” 新潟県技術委員会 「三つの検証」の一つに区切り(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200911-14055329-ohbsn-l15&source=rss,2020-09-11T10:18:00.000Z,２０１２年から新潟県の技術委員会で議論を進めていた福島第一原発の事故の検証について１１日、報告書が大筋で取りまとめられました。柏崎刈羽原発の再稼働議論の参考となる３つの検証の一つで、今後、花角知事に提,新潟県
,BSN新潟放送,ボンネットに傷 車１１台被害 「信じられない」住民悲鳴 新潟市西区(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200911-14055234-ohbsn-l15&source=rss,2020-09-11T09:47:00.000Z,新潟市西区の住宅街で９月初め、車１１台が相次いで傷がつけられる被害が発生していたことが分かりました。警察が捜査しています。【被害に遭った池田栄吉さん】「これ『おなら』と書いてある。お隣のお宅は『,新潟県
,BSN新潟放送,新潟県最大のハート形土偶 「まさか出るとは！」 阿賀野市・土橋遺跡の発掘調査終了(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200911-14055101-ohbsn-l15&source=rss,2020-09-11T09:41:00.000Z,新潟県最大という「ハート形土偶」が発掘された阿賀野市の土橋遺跡。去年８月から続いた発掘調査が１１日、最終日を迎えました。多くの収穫があったようです。長さ８.５センチ。ハート形の輪郭に浮き上がるつぶ,新潟県
,BSN新潟放送,育てた空心菜を小学生が販売 ３０分で完売 新潟市(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200911-14054181-ohbsn-l15&source=rss,2020-09-11T03:11:00.000Z,新潟市の東曽野木小学校の児童が、自分たちで育てた空心菜を直売所で販売しました。およそ３０分で完売する盛況ぶりです。元気よく買い物客にＰＲするのは、東曽野木小学校の４年生です。新潟市中央区にあるキラ,新潟県
,BSN新潟放送,長岡花火の魅力発信 「ながおか花火館」完成 １８日オープン(ＢＳＮ新潟放送),https://headlines.yahoo.co.jp/hl?a=20200911-14054179-ohbsn-l15&source=rss,2020-09-11T03:05:00.000Z,長岡花火を通年でＰＲしようと１１日、新潟県長岡市で整備が進められてきた道の駅「ながおか花火館」の竣工式が行われました。長岡市の国道８号沿いにオープンする道の駅「ながおか花火館」。竣工式には、磯田市,新潟県
,千葉日報オンライン,【新型コロナ詳報】千葉県内34人感染　八街の居酒屋でクラスター、5人判明　柏市では家族間拡大も(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010011-chibatopi-l12&source=rss,2020-09-17T12:38:15.000Z,　千葉県内で17日、10歳未満から70代までの34人の新型コロナウイルス感染が判明した。30人以上の判明は3日連続。柏市によると、クラスター（感染者集団）が発生している県立柏中央高校（柏市）＝臨時休校,千葉県
,千葉日報オンライン,【新型コロナ速報】千葉県内34人感染　3日連続で30人以上判明　八街の居酒屋でクラスター(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010010-chibatopi-l12&source=rss,2020-09-17T08:55:46.000Z,　千葉県内で17日、34人の新型コロナウイルス感染が判明した。30人以上の判明は3日連続。柏市によると、クラスター（感染者集団）が発生している県立柏中央高校（柏市）＝臨時休校中＝で新たに男子生徒3人の,千葉県
,千葉日報オンライン,東京ディズニーランド　大規模開発エリア、9月28日オープン(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010009-chibatopi-l12&source=rss,2020-09-17T06:39:31.000Z,　東京ディズニーリゾートを運営するオリエンタルランド（浦安市）は17日、新型コロナウイルスの影響で開園を延期していた東京ディズニーランド（TDL）大規模開発エリアを9月28日にオープンすると発表した。,千葉県
,千葉日報オンライン,前澤友作氏がツイッターで呼びかけ　千葉県内ゴルフ場「どなたか譲って」　以前からゴルフ競技に興味(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010008-chibatopi-l12&source=rss,2020-09-17T06:19:08.000Z,　「千葉県内のゴルフ場をどなたか譲っていただけませんか？」―実業家の前澤友作氏（鎌ケ谷市出身）が17日、自身のツイッターで県内ゴルフ場の譲渡を募集していることが分かった。　ツイッターによると、「世,千葉県
,千葉日報オンライン,ご当地カレー大集合　200種類ずらり！東金の道の駅でフェア　あす18日から(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010007-chibatopi-l12&source=rss,2020-09-17T03:30:27.000Z,　全国のご当地カレーを集めた「ニッポン津々浦々ご当地カレーフェア」が18日、千葉県東金市の道の駅「みのりの郷東金」で始まる。観光地などでしか手に入らないカレー200種類がズラリと並び、個性的で色鮮やか,千葉県
,千葉日報オンライン,スーパーも“ウィズコロナ”対応　アバターで遠隔接客　人材不足、感染防止に役立ち／浦安市(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010006-chibatopi-l12&source=rss,2020-09-17T03:20:26.000Z,　浦安市北栄のスーパーマーケット「スーパー木田屋北栄店」は、画面上のアバター（分身）を通して従業員がお薦めの商品などを紹介する遠隔接客システムを導入した。NTT東日本の通信技術などを活用した非対面の接,千葉県
,千葉日報オンライン,森田知事、菅首相決定に祝意　「時代が菅総理誕生に向かわせた」　政策通、決断力あると評価(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010005-chibatopi-l12&source=rss,2020-09-17T03:05:03.000Z,　衆院議員時代から菅氏と親交がある森田健作知事は16日、報道陣の取材に「時代が菅総理誕生に向かわせた」と述べ、改めて祝意を示した。　「（菅氏は）政策通で決断力がありぶれない。やれることとやれないこ,千葉県
,千葉日報オンライン,大型バスが横断歩道の歩行者はねる　運転手「よく見ていなかった」　30歳男性が死亡(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010004-chibatopi-l12&source=rss,2020-09-17T02:56:00.000Z,　千葉県習志野市谷津2の市道で、15日午後4時40分ごろ、横断歩道を歩いていた船橋市前原東3、職業不詳、千代済さん（30）が大型バスにはねられ、搬送先の病院で死亡が確認された。　習志野署は自動車運,千葉県
,千葉日報オンライン,松戸駅で電車にはねられ女性死亡　線路内に降りて横たわる姿目撃(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010003-chibatopi-l12&source=rss,2020-09-17T02:42:45.000Z,　16日午後4時半ごろ、千葉県松戸市松戸のJR常磐快速線松戸駅で、成人とみられる女性がホームに到着した取手発品川行き上り快速電車（15両編成）にはねられた。女性は負傷し、搬送先の病院で死亡が確認された,千葉県
,千葉日報オンライン,体操服姿の少年が電車にはねられ死亡　自殺か、遮断機上げて線路内に／千葉県流山市(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010002-chibatopi-l12&source=rss,2020-09-17T02:37:28.000Z,　16日午前8時15分ごろ、千葉県流山市東深井の東武野田線運河－江戸川台間の踏切で、10代の男性が大宮発柏行き電車（6両編成）にはねられ、搬送先の病院で死亡が確認された。流山署は自殺の可能性も含め事故,千葉県
,千葉日報オンライン,金の延べ板に偽ブランドロゴ刻印　商標法違反の疑いで全国初摘発　中国籍の男ら逮捕(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010001-chibatopi-l12&source=rss,2020-09-17T02:20:10.000Z,　貴金属ブランドに酷似するロゴを刻印した金の延べ板（金地金）を製造し、商標を侵害したとして、千葉県警は16日、商標法違反の疑いで中国籍の男で住所不詳、貴金属加工会社代表取締役（56）ら男5人を逮捕した,千葉県
,千葉日報オンライン,コロナ持続化給付金を不正受給　詐欺容疑で千葉県の大学生を逮捕　県内初摘発(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200917-00010000-chibatopi-l12&source=rss,2020-09-17T02:06:20.000Z,　新型コロナウイルス対策で個人事業主らを支援する持続化給付金を不正に受給したとして、千葉県警捜査2課と山武署は16日、詐欺の疑いで東金市家之子に住む大学生の男（24）を逮捕した。同給付金を巡る詐欺事件,千葉県
,千葉日報オンライン,【新型コロナ詳報】千葉県内で37人感染　クラスター発生の千葉市キャバクラ店で新たに2人　我孫子市の消防職員も(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010012-chibatopi-l12&source=rss,2020-09-16T13:09:16.000Z,　千葉県内で16日、10歳未満から80代までの37人の新型コロナウイルス感染が判明した。クラスター（感染者集団）が発生している県立柏中央高校（柏市）＝臨時休校中＝で新たに生徒男女3人の感染が分かった。,千葉県
,千葉日報オンライン,【独自】千葉駅近くの店舗侵入…　逮捕の男、23年前の強盗殺人犯と判明　初公判で「泥酔していて」(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010011-chibatopi-l12&source=rss,2020-09-16T12:38:45.000Z,　流山市のマンションで1997年、会社員の田島由美さん＝当時（24）＝が殺害された事件で、強盗殺人などの罪で懲役15年の判決を受けた無職の男（41）＝事件当時少年＝が出所後、千葉市中央区の店舗で金品を,千葉県
,千葉日報オンライン,少年10人逮捕、送検　遊ぶ金ほしさで7件連続強盗致傷、12件窃盗容疑　重傷の被害男性も　千葉県警(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010010-chibatopi-l12&source=rss,2020-09-16T09:37:11.000Z,　千葉県警は16日、昨年11月から今年2月に京葉・北総地域を中心に発生した7件の連続強盗致傷事件について、少年10人を同容疑などで逮捕、送検したと発表した。ほかにも窃盗容疑など12件について同日までに,千葉県
,千葉日報オンライン,【速報】千葉県内、少なくとも27人感染判明　柏市クラスター新たに3人　新型コロナ(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010009-chibatopi-l12&source=rss,2020-09-16T08:30:22.000Z,　柏市は16日、新型コロナウイルスのクラスター（感染者集団）が発生した県立柏中央高校（柏市）で新たに生徒3人の感染が判明したと発表した。　3人のうち、男子生徒と女子生徒の各1人は軽症。もう1人の男,千葉県
,千葉日報オンライン,コロナ禍、プロオーケストラも直撃　県内唯一・千葉交響楽団の収入激減(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010008-chibatopi-l12&source=rss,2020-09-16T03:28:34.000Z,　日常生活に混乱をもたらしている新型コロナウイルス禍は、音楽芸術の分野も直撃している。千葉県内唯一のプロオーケストラとして活動している千葉交響楽団（千葉市中央区）は演奏活動の中止・延期を余儀なくされ収,千葉県
,千葉日報オンライン,刀剣「備前長船」など50点　睦沢町資料館で収蔵展　27日まで(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010007-chibatopi-l12&source=rss,2020-09-16T02:47:12.000Z,　睦沢町立歴史民俗資料館で企画展「備前長船と秘蔵の美術品」が開かれている。同館所有の備前長船の刀剣をメインに、収蔵品の中からえりすぐった名品約50点を展示している。27日まで。　備前長船は、備前国,千葉県
,千葉日報オンライン,御宿町でプレミアム付き商品券　1万円で1万3千円分の買い物　町民ら対象、地域経済の活性化対策(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010006-chibatopi-l12&source=rss,2020-09-16T02:39:39.000Z,　千葉県御宿町は、新型コロナウイルスの影響で落ち込んだ地域経済の活性化対策として、プレミアム付き商品券を販売している。町民らを対象に1冊1万円で販売し、町内の店で1万3千円分の買い物ができる。　商,千葉県
,千葉日報オンライン,絶滅危惧種・アカウミガメ　大海原へ力強く旅立ち　保護した卵からふ化　鴨川シーワールド(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010005-chibatopi-l12&source=rss,2020-09-16T02:30:29.000Z,　鴨川市の鴨川シーワールド（勝俣浩館長）は、施設内の「ウミガメの浜」でふ化した絶滅危惧種のアカウミガメ10匹を海岸へ放流した。飼育員が見守る中、子ガメたちは大海原に向かって力強く砂浜を進み、波間へと姿,千葉県
,千葉日報オンライン,2021年も東京ディズニーリゾートで成人式　浦安市「市を象徴する場所」の“伝統”維持(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010004-chibatopi-l12&source=rss,2020-09-16T02:26:33.000Z,　浦安市は、来年の成人式を東京ディズニーリゾート（TDR）で1月11日に開催することを決めた。同市の成人式は2002年から「市を象徴する場所」などとして東京ディズニーランド（TDL）で実施。新型コロナ,千葉県
,千葉日報オンライン,新型車両の鉄製ナット1個脱落　線路下に落ちたか　千葉都市モノレール(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010003-chibatopi-l12&source=rss,2020-09-16T02:17:01.000Z,　千葉都市モノレールは15日、新型車両「アーバンフライヤー」で、走行用タイヤを固定するハブナット1個が脱落したと発表した。線路内からは見つかっておらず、線路下に落ちたとみられる。現在のところ、けが人な,千葉県
,千葉日報オンライン,船橋駅の待ち合わせ場所・さざんかさっちゃん像40年　募金提唱者、協力団体に“感謝の恩返し”(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010002-chibatopi-l12&source=rss,2020-09-16T02:08:42.000Z,　船橋駅の待ち合わせ場所として定着しているブロンズ像「さざんかさっちゃん」の建立から40年を記念し、さっちゃん像に関連した「さざんかさっちゃん教育基金」の元となる「さざんか募金運動」を提唱した2人が1,千葉県
,千葉日報オンライン,「施工計画書作成は工事後」　市が指示と業者主張　四街道ごみ処理施設問題(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010001-chibatopi-l12&source=rss,2020-09-16T01:56:44.000Z,　千葉県四街道市の次期ごみ処理施設計画地の土壌汚染や余分な残土が搬入されていた問題で、残土を搬入した埋め立て業者が、市の指示で施工計画書を工事後に作成した疑いがあることが15日、分かった。市が損害賠償,千葉県
,千葉日報オンライン,コンビニ客暴行　傷害罪で従業員起訴　千葉地検(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200916-00010000-chibatopi-l12&source=rss,2020-09-16T01:50:41.000Z,　千葉市若葉区のコンビニで客に暴行を加えけがを負わせたとして、千葉地検は15日、傷害の罪で同区、コンビニ従業員、花沢元容疑者（32）を起訴した。　起訴状などによると、8月26日午前6時45分ごろ、,千葉県
,千葉日報オンライン,【新型コロナ詳報】千葉県内30人感染判明　千葉市の接待店ではクラスター　県立大原高校の教諭も(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010012-chibatopi-l12&source=rss,2020-09-15T11:43:19.000Z,　千葉県内で15日、10代～90代の男女30人の新型コロナウイルス感染が判明し、このうち少なくとも13人の感染経路が分かっていない。重症者はいないが、県教委によると、県立大原高校（いすみ市）の20代男,千葉県
,千葉日報オンライン,【速報】千葉県内30人感染　千葉市の接待店でクラスター　従業員男女9人判明　客にも相談呼び掛ける(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010011-chibatopi-l12&source=rss,2020-09-15T09:03:00.000Z,　千葉県内で15日、10代～90代の30人の新型コロナウイルス感染が判明した。千葉市が、千葉市中央区富士見の接待を伴う飲食店「CLUB　DIDA」で従業員のクラスター（感染者集団）が発生したと発表した,千葉県
,千葉日報オンライン,お米マイスター厳選！新米食べて生産者応援　道の駅いちかわでフェア　新種「粒すけ」も(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010010-chibatopi-l12&source=rss,2020-09-15T03:16:56.000Z,　市川市の道の駅いちかわで、県内産の新米を中心とした「新米フェア」を開催している。新型コロナウイルス感染拡大で飲食店へ出荷が減るなど、消費が落ち込んだ農産物を応援しようと企画。開発に約13年かけ本年度,千葉県
,千葉日報オンライン,伊勢エビ2匹プレゼント　千葉・御宿で宿泊キャンペーン　GoTo活用、格安で高級食材堪能(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010009-chibatopi-l12&source=rss,2020-09-15T02:40:18.000Z,　千葉県御宿町で15日から、観光キャンペーン「おんじゅく伊勢えび宿泊祭り」（町観光協会主催）が始まる。参加施設の宿泊者に特産の伊勢エビ2匹と次回使える宿泊クーポンをプレゼント。旬の高級食材を前面に押し,千葉県
,千葉日報オンライン,自転車の男性転倒し死亡　／千葉・一宮(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010008-chibatopi-l12&source=rss,2020-09-15T02:31:11.000Z,　千葉県一宮町一宮の県道で13日午前10時50分ごろ、自転車に乗っていた茂原市萩原町3、無職、須永信之さん（63）が転倒した。須永さんは意識不明の状態で病院に搬送され、死亡が確認された。茂原署によると,千葉県
,千葉日報オンライン,モデルガンから拳銃製造した男に懲役3年　譲渡意図なく執行猶予付き　千葉地裁(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010007-chibatopi-l12&source=rss,2020-09-15T02:28:10.000Z,　モデルガンを改造し拳銃を製造したとして、武器製造法違反などの罪に問われた成田市の男性（52）の判決公判が14日、千葉地裁で開かれた。趣味が高じて所持してしまったと主張した男性に対し、前田巌裁判長は懲,千葉県
,千葉日報オンライン,お手柄！マツキヨ店員らオレオレ詐欺防ぐ　君津署が感謝状(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010006-chibatopi-l12&source=rss,2020-09-15T02:23:32.000Z,　高齢者の電話de詐欺被害を防いだとして君津署（香月直幸署長）は、ドラッグストア「マツモトキヨシ君津駅前店」の店長、西敬太さん（31）と、アルバイト店員、鈴木雄也さん（30）に署長感謝状を贈呈した＝写,千葉県
,千葉日報オンライン,「金がないからレジの金出せ」コンビニで強盗未遂容疑　67歳男逮捕　銚子署(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010004-chibatopi-l12&source=rss,2020-09-15T02:14:55.000Z,　銚子署は14日までに、強盗未遂の疑いで、東京都中野区、自称無職の男（67）を現行犯逮捕した。　逮捕容疑は13日午前6時55分ごろ、銚子市西芝町のコンビニ「ファミリーマート銚子駅前店」で、女性店長,千葉県
,千葉日報オンライン,モーターパラグライダー墜落、流山の女性溺れ死亡　野田・利根川(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010001-chibatopi-l12&source=rss,2020-09-15T02:10:17.000Z,　千葉県野田市木間ケ瀬の利根川で、13日午後1時ごろ「パラグライダーが墜落した」と119番通報があった。野田署によると、墜落したのは流山市おおたかの森西、東京消防庁職員、山崎歩さん（35）が操縦するグ,千葉県
,千葉日報オンライン,【千葉魂】「原点に戻れ」井口監督の思い　4番安田悩みながらも前へ(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200915-00010000-chibatopi-base&source=rss,2020-09-15T01:58:10.000Z,　「原点に戻れ」。9月4日、福岡で行われたホークス戦の試合前。グラウンドに現れた若き4番に井口資仁監督は声を掛けた。7月から4番を任せ、ここまでどんな時も起用をし続けてきた。多くは語らない。少し距離を,千葉県
,千葉日報オンライン,【新型コロナ14日詳報】千葉県内11人感染判明　柏中央高の教員、鎌ケ谷市職員も(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200914-00010002-chibatopi-l12&source=rss,2020-09-14T12:49:58.000Z,　千葉県内で14日、20代～80代の男女11人の新型コロナウイルス感染が判明した。うち2人の症状がややや重い。柏市によると、生徒9人のクラスター（感染者集団）が発生した県立柏中央高校（柏市）で、新たに,千葉県
,千葉日報オンライン,【自民党総裁選】菅氏圧勝に森田知事「何度もお願いに行きたい」　職務に意気込み(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200914-00010001-chibatopi-l12&source=rss,2020-09-14T10:17:39.000Z,　森田健作知事は14日、自民党総裁選で、衆院議員時代から旧知の菅義偉官房長官が圧勝し、事実上次の首相に決まったことを受けて県庁で取材に応じ「圧倒的な結果だった。日本のために尽力いただければ。コロナがあ,千葉県
,千葉日報オンライン,【新型コロナ速報】千葉県内11人感染　柏中央高の教員1人判明　1週間ぶり20人未満(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200914-00010000-chibatopi-l12&source=rss,2020-09-14T08:45:58.000Z,　千葉県内で14日、20代～80代の男女11人の新型コロナウイルス感染が判明した。柏市によると、生徒9人のクラスター（感染者集団）が発生した県立柏中央高校（同市松ケ崎）で、新たに20代の女性教員1人の,千葉県
,千葉日報オンライン,【新型コロナ詳報】千葉県内20人判明、10代～30代が7割　柏中央高の感染者計9人に　郵便局の集配担当社員も(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200913-00010007-chibatopi-l12&source=rss,2020-09-13T10:31:23.000Z,　千葉県内で13日、10代～50代の男女20人の新型コロナウイルス感染が判明した。半数10人の感染経路が不明。重症者はいない。10代～30代が14人で7割を占めた。柏市によると、県立柏中央高校（同市松,千葉県
,千葉日報オンライン,【新型コロナ速報】千葉県内20人判明、半数経路不明　柏中央高は生徒新たに2人　家族間拡大も(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200913-00010006-chibatopi-l12&source=rss,2020-09-13T08:10:35.000Z,　千葉県内で13日、10代～50代の男女20人の新型コロナウイルス感染が判明した。半数10人の感染経路が不明。重症者はいない。柏市によると、県立柏中央高校（同市松ケ崎）で、新たに女子生徒2人の感染が分,千葉県
,千葉日報オンライン,捕虜の遺体「灰にした」　戦争体験者の証言集刊行　鴨川・市民グループ　【戦後75年】(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200913-00010005-chibatopi-l12&source=rss,2020-09-13T02:35:29.000Z,　鴨川市の市民グループが、戦争体験者の証言集「鴨川の戦争とくらし50人の証言」を刊行した。5年前の戦後70年に「聞き取りができるのは今がぎりぎり」と調査を開始。旧関東軍防疫給水部（731部隊）の元隊員,千葉県
,千葉日報オンライン,悪質商法や消費者トラブル被害防止へ「特別相談」　9月15～17日、千葉県消費者センター(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200913-00010004-chibatopi-l12&source=rss,2020-09-13T02:28:55.000Z,　高齢化が進む中、悪質商法被害や消費者トラブルが後を絶たないことから、千葉県消費者センター（船橋市高瀬町）は15～17日、電話や面接による「高齢者被害特別相談」を同センターで実施する。　同センター,千葉県
,千葉日報オンライン,多古にオートパーラー　レアなうどん・そば自販機　YouTuberグループ「クロワークス」が拠点に設置(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200913-00010003-chibatopi-l12&source=rss,2020-09-13T02:20:52.000Z,　多古町を本拠に活動するユーチューバーグループ「クロワークス」は12日、同町大高の拠点の一部を清涼飲料水やカップラーメンの自販機が並ぶ「オートパーラー（自販機レストラン）」として開放した。昭和レトロを,千葉県
,千葉日報オンライン,海辺に市営パークゴルフ場完成　3．11被災施設の跡地活用　匝瑳市(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200913-00010002-chibatopi-l12&source=rss,2020-09-13T02:10:19.000Z,　匝瑳市吉崎の海辺に市営のパークゴルフ場「パークゴルフそうさ」が完成し、記念式典が12日、開かれた。2011年の東日本大震災で被災した「吉崎浜野外活動施設」の跡地を活用した。新施設には、観光物産コーナ,千葉県
,千葉日報オンライン,ノリ網にプレジャーボート乗り上げ　木更津(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200913-00010001-chibatopi-l12&source=rss,2020-09-13T02:05:53.000Z,　12日午後0時40分ごろ、木更津市牛込沖で、プレジャーボート「Selfish」（10トン）の男性船長（57）＝東京都品川区＝から「ノリ網に乗り上げ航行不能」と118番通報があった。巡視艇や牛込漁業協,千葉県
,千葉日報オンライン,【12日詳報】千葉県内46人感染判明　16日ぶり40人台上る　柏の病院、60代女性死亡　新型コロナ(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200913-00010000-chibatopi-l12&source=rss,2020-09-12T22:32:21.000Z,　千葉県内で12日、10歳未満から80代までの46人の新型コロナウイルス感染が判明した。40人以上の判明は16日ぶり。クラスター（感染者集団）が発生していた柏市の民間病院「柏たなか病院」では、入院患者,千葉県
,千葉日報オンライン,【速報】千葉県内コロナ、46人感染　60代女性1人死亡　40人以上は16日ぶり(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200912-00010006-chibatopi-l12&source=rss,2020-09-12T09:05:37.000Z,　千葉県内で12日、柏市の県立柏中央高校でのクラスター（感染者集団）を含め、10歳未満から80代までの46人の新型コロナウイルス感染が判明した。40人以上の判明は16日ぶり。クラスターが発生していた同,千葉県
