種別,提供元,タイトル,リンク,発行日時,サマリ,エリア(都道府県)
,千葉日報オンライン,【新型コロナ】柏中央高校でクラスター　千葉県内の小中高校で初　感染者は7人に(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200912-00010005-chibatopi-l12&source=rss,2020-09-12T06:43:10.000Z,　柏市は12日、県立柏中央高校（同市松ケ崎）で新型コロナウイルスのクラスター（感染者集団）が発生したと発表した。市保健所の11日の検査で男子生徒3人の感染が新たに分かった。いずれも症状はない。すでに感,千葉県
,千葉日報オンライン,事後強盗の疑いで男逮捕　コンビニでコメ盗み店員に膝蹴り／柏署(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200912-00010004-chibatopi-l12&source=rss,2020-09-12T03:36:14.000Z,　柏署は11日、事後強盗の疑いで自称柏市、無職の男（64）を現行犯逮捕した。　逮捕容疑は11日午前4時50分ごろ、同市今谷上町のコンビニでコメ5キロ（販売価格2408円）を盗み、犯行を目撃して呼び,千葉県
,千葉日報オンライン,60代男性受刑者死亡　千葉刑務所、自殺か　ポリバケツの水の中に顔を入れ(千葉日報オンライン),https://headlines.yahoo.co.jp/hl?a=20200912-00010003-chibatopi-l12&source=rss,2020-09-12T03:36:03.000Z,　千葉刑務所（千葉市若葉区）は11日、単独室に収容していた60代の男性受刑者が死亡したと発表した。　同所によると、9日午前4時10分ごろ、見回り中の刑務官がうつぶせの姿勢でポリバケツにためた水の中,千葉県
,テレビ神奈川,川崎市立小で「南極教室」　J1川崎「ふろん太」も参加(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200917-00010005-tvkv-l14&source=rss,2020-09-17T10:36:14.000Z,南極について学ぶ授業が川崎市立小学校で開かれ、サッカーチームのマスコットキャラクターも参加しました。川崎市川崎区の藤崎小学校で開かれた「南極教室」。子どもたちに地球環境について学んでもらおうと現地,神奈川県
,テレビ神奈川,伊勢原市　高部屋神社　大磯町の海岸で「汐汲み神事」(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200917-00010004-tvkv-l14&source=rss,2020-09-17T10:32:37.000Z,伊勢原市の神社が、海の砂などを採取する伝統の「汐汲み神事」を大磯町の海岸で行いました。汐汲み神事は、秋の例大祭で使われる海の砂や海水、海藻などを採取するもので、毎年、大磯町の照ヶ崎海岸で行われてい,神奈川県
,テレビ神奈川,姉妹つなぐ　NICUの新たな面会(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200917-00010003-tvkv-l14&source=rss,2020-09-17T10:30:06.000Z,子どもの命を守るNICU、新生児集中治療室では、感染症対策のため面会制限が続いています。横浜市の病院は、入院する妹と5歳の姉をつなぐ新たな取り組みに乗り出しました。横須賀市に住む幼稚園年長のはなち,神奈川県
,テレビ神奈川,川崎市幸区で緊縛し強盗未遂事件　男2人逃走中(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200917-00010002-tvkv-l14&source=rss,2020-09-17T09:47:00.000Z,17日午後、川崎市幸区の住宅に男2人が押し入る強盗未遂事件がありました。男らは逃走中です。 17日午後1時頃、川崎市幸区の住宅に「強盗に入られた。 家の者が縛られた」などと騒ぎを聞きつけた近隣住民,神奈川県
,テレビ神奈川,フィギュア小塚崇彦氏が中学校で特別授業(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200917-00010001-tvkv-l14&source=rss,2020-09-17T04:22:50.000Z,フィギュアスケート元日本代表の小塚崇彦さんが、愛川町の中学校で特別授業を行いました。小塚さんは、3歳からスケートをはじめ、2010年のバンクーバーオリンピックで8位に入賞、世界選手権では2位の成績,神奈川県
,テレビ神奈川,葉山町元副町長3度目の逮捕　交際「誓約書」書かせたか(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200917-00010000-tvkv-l14&source=rss,2020-09-17T04:22:48.000Z,女子高校生にみだらな行為をしたなどとして逮捕・起訴された葉山町元副町長の53歳の男が別の女子高校生にも同様の行為をしていたとして再逮捕されました。県警によりますと、横浜市青葉区に住む葉山町の元副町,神奈川県
,テレビ神奈川,菅首相誕生に林・横浜市長「感激」(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200916-00010007-tvkv-l14&source=rss,2020-09-16T13:49:08.000Z,神奈川2区選出の菅義偉氏が16日、新首相に就任したことを受け、横浜市・林文子市長が喜びを語りました。横浜市・林文子市長「私も感激しています。何分にも横浜市会（議員）を2期お務めになっていただいた,神奈川県
,テレビ神奈川,【解説】菅内閣が発足　専門家が見た「七色人事」とは(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200916-00010006-tvkv-l14&source=rss,2020-09-16T13:44:00.000Z,16日に発足した、菅新内閣。神奈川県内選出の議員では、同期当選の河野太郎氏ら、新首相と近い顔ぶれが入閣しました。政治学が専門の大川千寿・神奈川大学准教授は、「七色人事」と評価。内閣人事などから,神奈川県
,テレビ神奈川,近隣トラブル殺人事件　男に懲役12年判決(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200916-00010005-tvkv-l14&source=rss,2020-09-16T10:06:28.000Z,近隣トラブルを理由に、同じアパートの男性を包丁で刺し殺害したとして殺人などの罪に問われていた男の裁判員裁判で、横浜地裁は男に懲役12年の判決を言い渡しました。川崎市高津区の無職、若葉伊三夫被告はこ,神奈川県
,テレビ神奈川,神奈川の感染101人　3ケタ6日ぶり(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200916-00010004-tvkv-l14&source=rss,2020-09-16T10:03:06.000Z,県内では16日、新たに101人に新型コロナウイルスへの感染が確認され、患者1人が死亡しました。感染が確認されたのは川崎市でこれまでで最多の52人、横浜市で34人などあわせて101人です。 100人,神奈川県
,テレビ神奈川,菅新内閣　拉致担当相は加藤官房長官　県内選出閣僚は(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200916-00010003-tvkv-l14&source=rss,2020-09-16T10:01:54.000Z,総理大臣就任を受け、自民・公明両党連立による菅新内閣が発足します。要となる官房長官には、加藤・前厚生労働大臣が就きました。加藤勝信新官房長官は、衆議院・岡山5区選出の当選6回で、前任の菅総理が兼任,神奈川県
,テレビ神奈川,菅義偉氏　第99代首相に選出(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200916-00010002-tvkv-l14&source=rss,2020-09-16T09:49:32.000Z,神奈川2区選出、自民党の菅義偉総裁が、16日、第99代の総理大臣に選出されました。14日に自民党の総裁に選ばれた菅氏は、16日午後、衆議院本会議で行われた総理大臣指名選挙に臨みました。 そしてl。,神奈川県
,テレビ神奈川,県弁護士会会長報酬で厚生年金逃れか　裁判始まる(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200916-00010001-tvkv-l14&source=rss,2020-09-16T04:22:14.000Z,県弁護士会の元会長が会長職として毎月受け取っていた報酬について、「顧問料」の名目で厚生年金に加入していないのは違法だとして、所属弁護士が県弁護士会を訴えた裁判が横浜地裁で始まり、弁護士会側は争う姿勢を,神奈川県
,テレビ神奈川,菅義偉氏　第99代首相へ(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200916-00010000-tvkv-l14&source=rss,2020-09-16T04:22:13.000Z,神奈川2区選出の自民党の菅総裁は、16日午後、衆議院本会議の総理大臣指名選挙で、第99代の総理に選出されます。菅総裁は、総理に選出された後直ちに組閣に着手し、皇居での総理任命式と閣僚認証式を経て、,神奈川県
,テレビ神奈川,横須賀市　移動型サービスロボット実証実験へ(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200915-00010006-tvkv-l14&source=rss,2020-09-15T09:48:14.000Z,横須賀市は来庁者へのサービス向上の一環として、自立移動型サービスロボットの実証実験を始めます。横須賀市では、来庁者が目的と違う部署に行ってしまうケースが増えていて、窓口案内を強化する一環として、ロ,神奈川県
,テレビ神奈川,賭博「バカラ」をさせた疑い　従業員の男逮捕(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200915-00010005-tvkv-l14&source=rss,2020-09-15T09:46:53.000Z,横浜市中区で、客に「バカラ賭博」をさせたとして、県警は41歳の従業員の男を逮捕しました。賭博場開帳図利の疑いで逮捕されたのは、横浜市南区永田北のカジノ賭博店従業員、高山博光容疑者です。 県警により,神奈川県
,テレビ神奈川,県コロナ対策本部会議　イベント規制緩和へ(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200915-00010004-tvkv-l14&source=rss,2020-09-15T09:44:36.000Z,県は15日、対策本部会議を開き、新型コロナ対策のために設けていた、イベント開催制限の緩和を決定しました。これは、9月11日の政府方針を受けたもので、マスク着用や参加者の把握などの感染対策を徹底した,神奈川県
,テレビ神奈川,神奈川県内の感染52人(tvkニュース（テレビ神奈川）),https://headlines.yahoo.co.jp/hl?a=20200915-00010003-tvkv-l14&source=rss,2020-09-15T09:43:38.000Z,県内では15日、新たに52人に新型コロナウイルスへの感染が確認されました。感染が確認されたのは川崎市で23人横浜市で21人など、あわせて52人です。 このうち感染経路が特定できていないのは33人で,神奈川県
